*	name	Español
*	card-order	3
*	tts-voice	0,99,0,0,0
*	siri-tts-voice	,Siri|es-MX||com.apple.ttsbundle.Paulina-compact|español (México)|Siri,,,
*	card-theme	Chalkboard - Clear
*	notify-off	1
*	tsv	true
*	deck-stats-1	2636,2853,9993,0,61,70,77,85,159,155,113,50,117,0,70,52,62,87,130,0,135,20,70,88,70,88,93,106,30,70,119,34,107,1665,0,0,0,0,0,26,45,43,0,0,0,29,0,0,41,0,0,0,0,0,32,9,48,5,0,0,0,45,0,0,17475,0,151,158,154,198,200,171,102,140,273,0,111,127,155,122,311,0,205,50,167,144,176,104,151,189,63,174,164,83,252,14569,0,135,134,128,178,155,132,93,117,244,0,100,111,136,110,281,0,178,42,146,121,155,82,121,158,53,156,145,73,217,4927,0,0,0,0,0,142,179,170,0,0,0,96,0,0,140,0,0,0,0,0,107,28,162,15,0,0,0,162,0,0,6273,0,75,68,75,121,70,77,51,47,136,0,54,58,75,57,148,0,104,13,82,59,103,25,38,92,23,103,120,36,113,680642,0,7505,6815,6129,6257,2104,5107,6159,5660,13911,0,5901,7029,5270,7041,18468,0,8444,394,2952,2762,5137,1412,3281,6271,2394,5322,9790,1788,5631,14601,12193,4162,3549,2210,1861
*	deck-stats-2	2640,2852,8279,116,0,91,124,149,122,99,58,98,0,74,23,57,74,122,66,1,18,36,84,98,126,82,40,15,58,90,17,67,0,1349,0,0,0,0,26,45,43,0,0,0,29,0,0,41,0,0,0,0,0,32,9,48,5,0,0,0,45,0,0,0,14380,260,0,163,241,158,130,102,123,197,0,100,58,126,57,254,100,0,55,87,100,179,114,130,106,34,124,41,40,148,0,12500,206,0,135,170,141,108,87,116,181,0,90,54,115,52,239,87,0,52,81,90,160,97,117,103,34,111,38,37,130,0,4856,0,0,0,0,146,152,155,0,0,0,100,0,0,153,0,0,0,0,0,126,31,186,16,0,0,0,176,0,0,0,6873,59,0,80,81,103,73,39,76,99,0,44,24,66,12,108,70,0,25,54,39,107,34,71,79,22,82,19,21,62,0,734333,5224,0,6614,4924,7061,5327,6248,8690,11428,0,4669,2736,2259,3103,16960,2090,0,3004,2580,2434,7214,6655,9135,4353,1361,3678,1472,725,3061,0,11329,9592,3683,3360,2333,2137
*	deck-stats-3	2671,2672,0,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3804,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Text 1	Text 2	Category 1	Category 2	Text 3	Text 4	Statistics 1	Statistics 2	Statistics 3	Notes
"плащ
водонепроницаемый"	impermeable					2,0,18,14,5,4,803,2017-10-12 21:23,2017-11-15 08:23	2,0,9,9,10,8,2070,2017-09-28 11:01,2017-12-23 17:01		
"племя
род"	tribu					2,0,13,11,3,2,430,2017-10-09 10:56,2017-10-27 08:56	2,0,11,10,6,4,1066,2017-09-22 10:10,2017-11-05 20:10		
племянник	sobrino					2,0,21,15,5,6,466,2017-10-19 20:57,2017-11-08 06:57	2,0,9,9,9,7,1344,2017-09-22 10:14,2017-11-17 10:14		
плечо	hombro					2,0,12,9,1,2,153,2017-10-19 11:09,2017-10-25 20:09	2,0,10,9,4,4,508,2017-10-15 21:10,2017-11-06 01:10		
плодородный	fértil					2,0,11,9,4,3,447,2017-10-11 20:21,2017-10-30 11:21	2,0,7,7,7,7,728,2017-10-13 09:25,2017-11-12 17:25		
плот	balsa					2,0,15,12,5,4,478,2017-10-15 21:29,2017-11-04 19:29	2,0,22,14,2,3,152,2017-10-23 10:39,2017-10-29 18:39		
"плотник
столяр"	carpintero					2,0,11,8,2,3,219,2017-10-16 22:00,2017-10-26 01:00	2,0,9,8,8,8,804,2017-10-15 21:12,2017-11-18 09:12		
"по моему мнению
мне я полагаю"	según creo					2,0,29,19,3,2,231,2017-10-15 21:25,2017-10-25 12:25	2,0,21,16,12,12,1814,2017-10-15 21:11,2017-12-30 11:11		
"по моему мнению
на мой взгляд"	a mi juicio					2,0,13,11,8,7,1262,2017-10-07 15:51,2017-11-29 05:51	2,0,9,9,9,7,1391,2017-10-02 10:13,2017-11-29 09:13		
по направлению к	"hacia

es el principal camino <u>hacia</u> la parte campesina"					2,0,12,11,3,2,375,2017-10-09 10:53,2017-10-25 01:53	2,0,9,9,9,7,1512,2017-09-22 10:22,2017-11-24 10:22		
по очереди	por turnos					2,0,9,9,9,6,1768,2017-09-21 20:56,2017-12-04 12:56	2,0,9,9,11,9,2508,2017-09-22 10:24,2018-01-04 22:24	2,0,0,0,0,1,72,2017-04-26 10:59,2017-04-29 10:59	
"побег
росток"	brote					2,0,5,3,4,5,43,2017-10-22 20:18,2017-10-24 15:18	2,0,2,2,2,3,74,2017-10-21 18:22,2017-10-24 20:22		
победить	"vencer

con tu de <u>vencerás</u> por amor"					2,0,14,13,7,6,1222,2017-10-09 10:59,2017-11-29 08:59	2,0,10,10,10,8,1320,2017-09-22 10:13,2017-11-16 10:13	2,0,0,0,0,1,86,2017-04-26 17:22,2017-04-30 07:22	
побить	"batir

<u>batir</u> mi récord"					2,0,9,9,9,6,1613,2017-09-21 11:37,2017-11-27 16:37	2,0,7,7,8,6,2221,2017-09-22 10:25,2017-12-23 23:25	2,0,0,0,0,1,66,2017-04-26 10:59,2017-04-29 04:59	
"поблизости
рядом"	"al lado

lo tengo <u>al lado</u> de la mesa"					2,0,16,13,6,5,1057,2017-09-30 11:51,2017-11-13 12:51	2,0,9,9,9,7,1363,2017-08-28 11:32,2017-10-24 06:32		
"поведение
манера держать себя"	comportamiento					2,0,3,1,1,2,12,2017-10-23 20:50,2017-10-24 08:50	2,0,4,2,2,3,15,2017-10-23 10:32,2017-10-24 01:32		
поверх	"sobre
encima de

El libro está <u>encima de</u> la mesa, <u>sobre</u> mis papeles"					2,0,22,16,10,7,1294,2017-09-21 11:19,2017-11-14 09:19	2,0,12,11,6,7,1042,2017-10-23 10:50,2017-12-05 20:50		
"поверхность
площадь"	superficie								
поверьте мне	hágame caso					2,0,7,7,8,9,2304,2017-10-17 09:30,2018-01-21 09:30	2,0,22,16,4,5,606,2017-10-19 11:13,2017-11-13 17:13		
"повредить
истрепаться
расшатать"	estropearse					2,0,11,10,11,10,1183,2017-10-03 09:12,2017-11-21 16:12	2,0,12,10,11,9,1029,2017-09-26 21:31,2017-11-08 18:31		
повторное использование	reuso					2,0,2,2,2,3,64,2017-10-22 20:19,2017-10-25 12:19	2,0,2,2,2,3,67,2017-10-23 10:35,2017-10-26 05:35		
"погасить
тушить"	"apagar

porque la vida se <u>apaga</u> si te vas"					2,0,13,12,4,3,521,2017-10-05 09:33,2017-10-27 02:33	2,0,8,8,9,7,1475,2017-08-28 21:48,2017-10-29 08:48		
погода	tiempo					2,0,3,3,3,4,120,2017-10-23 10:28,2017-10-28 10:28	2,0,3,2,1,2,39,2017-10-23 20:54,2017-10-25 11:54		
"погружать
окунуть"	sumergir					2,0,24,18,3,2,394,2017-10-09 10:54,2017-10-25 20:54	2,0,17,13,1,2,134,2017-10-19 21:02,2017-10-25 11:02		
"под
внизу"	"debajo de
bajo

<u>debajo</u> del puente"					2,0,12,11,12,9,1338,2017-09-21 11:28,2017-11-16 05:28	2,0,8,8,8,6,1361,2017-08-28 11:30,2017-10-24 04:30	2,0,0,0,0,1,59,2017-04-25 10:00,2017-04-27 21:00	
"подбирать
собирать (урожай)"	recoger					2,0,17,14,3,4,367,2017-10-20 09:17,2017-11-04 16:17	2,0,11,10,11,9,1808,2017-09-22 10:23,2017-12-06 18:23	2,0,0,0,0,1,20,2017-04-26 17:24,2017-04-27 13:24	
подвергнуться	someterse					2,0,15,12,3,4,456,2017-10-21 18:01,2017-11-09 18:01	2,0,17,12,5,5,426,2017-10-13 09:25,2017-10-31 03:25		
подводная лодка	"sumergible
submarino"					2,0,8,8,9,6,1416,2017-09-21 11:35,2017-11-19 11:35	2,0,14,12,6,4,1217,2017-10-01 13:54,2017-11-21 06:54		
поддерживать	respaldar					2,0,6,6,6,5,527,2017-10-13 18:30,2017-11-04 17:30	2,0,6,6,6,4,463,2017-10-04 22:00,2017-10-24 05:00		
"поддержка
содержание"	mantenimiento					2,0,7,3,1,2,8,2017-10-23 20:50,2017-10-24 04:50	2,0,4,3,4,5,53,2017-10-21 18:18,2017-10-23 23:18		
поджаривать	tostar					2,0,9,9,9,10,1686,2017-10-16 10:25,2017-12-25 16:25	2,0,14,11,4,4,347,2017-10-09 10:24,2017-10-23 21:24		
подковывать	herrar					2,0,6,6,6,5,453,2017-10-11 10:49,2017-10-30 07:49	2,0,6,6,6,4,539,2017-10-06 00:01,2017-10-28 11:01		
"подкупать
давать взятку"	sobornar					2,0,17,13,6,5,646,2017-10-09 10:58,2017-11-05 08:58	2,0,9,9,10,8,1589,2017-08-28 21:49,2017-11-03 02:49		
подливать масла в огонь	echar leña en el fuego					2,0,5,5,5,6,272,2017-10-16 20:41,2017-10-28 04:41	2,0,5,5,5,6,369,2017-10-19 21:00,2017-11-04 06:00		
поднимать	levantar					2,0,15,13,6,7,881,2017-10-19 11:08,2017-11-25 04:08	2,0,15,13,9,10,1650,2017-10-21 18:32,2017-12-29 12:32		
"поднимать тост (за что-л.)
пить (за что-л.)"	brindar (por algo)					2,0,13,11,3,4,340,2017-10-22 20:26,2017-11-06 00:26	2,0,8,8,9,7,1733,2017-09-22 10:10,2017-12-03 15:10		
"подниматься
садиться в машину"	"subir

<u>subir</u> al taxi
me <u>subo</u> a tu coche"					2,0,9,9,9,6,1548,2017-09-21 20:53,2017-11-25 08:53	2,0,8,8,9,7,1939,2017-08-28 21:53,2017-11-17 16:53		
подпись	"firma

obtener su <u>firma</u>"					2,0,8,8,9,6,1459,2017-09-21 11:33,2017-11-21 06:33	2,0,9,9,11,9,2666,2017-09-25 21:36,2018-01-14 23:36		
подсознательный	subconsciente					2,0,3,3,3,4,128,2017-10-20 21:23,2017-10-26 05:23	2,0,3,3,3,4,103,2017-10-19 21:00,2017-10-24 04:00		
"подставлять
замещать"	sustituir					2,0,18,14,2,1,200,2017-10-15 21:24,2017-10-24 05:24	2,0,10,9,7,5,1372,2017-08-28 21:39,2017-10-25 01:39		
"подтверждать
испытывать"	comprobar					2,0,11,8,7,6,327,2017-10-11 10:47,2017-10-25 01:47	2,0,10,7,8,8,401,2017-10-13 18:32,2017-10-30 11:32		
"подходящий
уместный"	oportuno					2,0,6,6,6,5,558,2017-10-13 18:30,2017-11-06 00:30	2,0,21,13,6,7,200,2017-10-21 18:26,2017-10-30 02:26		
"пожар
костёр"	"fuego

prender <u>fuego</u>
<u>fuego</u> se prendío"					2,0,15,11,1,2,132,2017-10-20 09:18,2017-10-25 21:18	2,0,11,10,11,9,1364,2017-09-22 10:17,2017-11-18 06:17	1,0,0,0,1,2,0,2017-04-26 17:25,1970-01-01 03:00	
пожарный	bombero					2,0,9,8,4,5,560,2017-10-22 20:28,2017-11-15 04:28	2,0,8,8,9,7,2088,2017-08-28 21:55,2017-11-23 21:55		
пожертвование	donacíon					2,0,11,10,6,5,1222,2017-10-04 10:25,2017-11-24 08:25	2,0,9,9,10,8,2071,2017-09-22 10:26,2017-12-17 17:26		
"пожирать
уничтожать"	devorar					2,0,8,8,8,9,1025,2017-10-19 20:57,2017-12-01 13:57	2,0,9,8,8,8,697,2017-10-12 21:27,2017-11-10 22:27		
"позапрошлый
прошедший"	antepasado					2,0,12,10,3,2,430,2017-10-09 10:55,2017-10-27 08:55	2,0,11,10,3,4,399,2017-10-20 09:03,2017-11-06 00:03		
позволять	"dejar (inf)

<u>déja</u> me <u>decir</u> que te amo
y aparecen tantos miedos que no me <u>dejan pensar</u>"					2,0,14,12,8,5,1576,2017-09-21 20:52,2017-11-26 12:52	2,0,15,13,7,5,885,2017-09-22 10:08,2017-10-29 07:08		
"позволять
разрешать"	permitir					2,0,23,15,5,6,604,2017-10-16 10:23,2017-11-10 14:23	2,0,8,8,9,7,1679,2017-08-28 21:51,2017-11-06 20:51	1,0,0,0,2,3,0,2017-04-26 17:25,1970-01-01 03:00	
"поздно
вечер"	tarde					2,0,9,9,9,8,1300,2017-10-11 10:49,2017-12-04 14:49	2,0,9,9,9,7,1251,2017-10-02 10:13,2017-11-23 13:13		
"позорный
бесчестный"	infame					2,0,8,8,8,5,1037,2017-09-21 11:18,2017-11-03 16:18	2,0,12,10,8,6,956,2017-09-25 10:24,2017-11-04 06:24		
пока что	"por ahora

<u>por ahora</u> no le puedo decir nada más"					2,0,22,16,10,7,1324,2017-09-21 11:22,2017-11-15 15:22	2,0,10,10,10,11,1780,2017-10-21 18:32,2018-01-03 22:32		
покидать	dejar					2,0,18,14,7,8,570,2017-10-18 19:38,2017-11-11 13:38	2,0,8,8,9,7,1453,2017-08-28 21:48,2017-10-28 10:48		Abandonar
покойник	difunto					2,0,7,6,6,5,369,2017-10-10 21:43,2017-10-26 06:43	2,0,10,8,6,6,552,2017-10-16 10:16,2017-11-08 10:16		
"покровительство
поддержка"	amparo					2,0,34,20,1,2,49,2017-10-23 20:51,2017-10-25 21:51	2,0,14,11,4,5,555,2017-10-18 10:29,2017-11-10 13:29		
покрывать	cubrir					2,0,14,10,2,3,145,2017-10-20 09:15,2017-10-26 10:15	2,0,10,10,10,11,1810,2017-10-21 18:30,2018-01-05 04:30	2,0,0,0,0,1,64,2017-04-26 17:25,2017-04-29 09:25	
"пол
земля"	suelo					2,0,12,11,3,2,361,2017-10-09 10:53,2017-10-24 11:53	2,0,14,12,6,7,884,2017-10-21 18:31,2017-11-27 14:31		
"полагать
верить"	creer					2,0,7,7,8,5,2109,2017-09-21 21:04,2017-12-18 18:04	2,0,8,8,8,6,1495,2017-08-28 21:39,2017-10-30 04:39	2,0,0,0,0,1,68,2017-04-26 11:00,2017-04-29 07:00	
полено	"leño

echa <u>leños</u> en fuego"					2,0,19,14,5,2,794,2017-09-25 10:47,2017-10-28 12:47	2,0,10,9,11,9,1635,2017-08-28 21:48,2017-11-05 00:48		
ползти	reptar					2,0,14,12,4,5,719,2017-10-22 20:28,2017-11-21 19:28	2,0,8,8,9,7,1614,2017-08-28 21:53,2017-11-04 03:53		
"полк
бригада"	regimiento					2,0,4,3,3,4,65,2017-10-22 20:17,2017-10-25 13:17	2,0,3,3,3,4,111,2017-10-23 10:39,2017-10-28 01:39		
"полномочие
мандат"	mandato					2,0,5,5,5,6,270,2017-10-23 10:29,2017-11-03 16:29	2,0,4,4,4,5,235,2017-10-17 20:36,2017-10-27 15:36		
"половина
полпути"	"mitad

moriría si me quedo en la <u>mitad</u>"					2,0,10,10,11,10,2326,2017-10-09 11:00,2018-01-14 09:00	2,0,9,9,10,8,1737,2017-09-22 10:25,2017-12-03 19:25		
полосатый	a rayas								
"полулечь
прилечь <i>(sobre, en)</i>"	recostarse					2,0,2,2,2,3,63,2017-10-22 20:20,2017-10-25 11:20	2,0,2,1,1,2,17,2017-10-23 10:37,2017-10-24 03:37		
полумрак	penumbra					2,0,7,7,8,7,2238,2017-10-05 23:58,2018-01-07 05:58	2,0,8,8,9,7,1786,2017-08-28 21:52,2017-11-11 07:52		
"получать (деньги)
взыскивать (налоги)"	cobrar					2,0,9,9,9,8,1314,2017-10-10 09:54,2017-12-04 03:54	2,0,9,9,9,9,1614,2017-10-16 20:40,2017-12-23 02:40		
"получать удовольствие
наслаждаться"	disfrutar					2,0,14,11,3,2,455,2017-10-09 20:42,2017-10-28 19:42	2,0,23,17,3,3,223,2017-10-15 21:04,2017-10-25 04:04		
"получить
добиться"	"obtener

<u>obtener</u> su firma"					2,0,26,19,7,6,356,2017-10-15 21:28,2017-10-30 17:28	2,0,12,11,11,11,1818,2017-10-15 21:12,2017-12-30 15:12		
"пользоваться
применять"	utilizar					2,0,17,11,4,5,238,2017-10-21 18:00,2017-10-31 16:00	2,0,12,8,8,8,453,2017-10-15 21:07,2017-11-03 18:07		Utilizar vs aplicar 
поместиться	"caber
"					2,0,17,13,5,4,706,2017-10-10 21:43,2017-11-09 07:43	2,0,9,9,9,7,1428,2017-08-28 21:40,2017-10-27 09:40		
помещённый <i>(в больницу, тюрьму и т.д.)</i>	internado					2,0,2,2,2,3,62,2017-10-21 18:34,2017-10-24 08:34	2,0,2,2,2,3,65,2017-10-23 10:38,2017-10-26 03:38		
"помимо
кроме того"	"además de

la mujer que <u>adémas de</u> ser valiente era bonita"					2,0,20,12,9,6,1344,2017-09-21 11:33,2017-11-16 11:33	2,0,15,13,10,10,1385,2017-10-09 10:37,2017-12-06 03:37		
помогать	asistir					2,0,18,13,3,2,392,2017-10-07 15:46,2017-10-23 23:46	2,0,10,10,10,10,1610,2017-10-17 09:36,2017-12-23 11:36		
помойка	muladar					2,0,13,9,3,4,176,2017-10-22 20:22,2017-10-30 04:22	2,0,5,5,5,5,317,2017-10-16 20:37,2017-10-30 01:37		
помочиться	orinar					2,0,3,3,3,4,112,2017-10-20 09:14,2017-10-25 01:14	2,0,3,3,3,4,108,2017-10-20 09:02,2017-10-24 21:02		
понедельник	lunes					2,0,12,11,6,5,1151,2017-10-05 09:32,2017-11-22 08:32	2,0,14,12,5,5,729,2017-10-13 09:25,2017-11-12 18:25		
понимать	"entender

tonto el que no <u>entienda</u>"					2,0,18,14,6,7,1054,2017-10-21 18:02,2017-12-04 16:02	2,0,14,12,4,4,635,2017-10-09 10:29,2017-11-04 21:29		
"понятие
концепция"	concepto					2,0,8,7,1,2,139,2017-10-19 11:09,2017-10-25 06:09	2,0,8,8,8,6,1216,2017-09-22 10:12,2017-11-12 02:12		Concrpcion 
порабощать	esclavizar					2,0,7,7,10,7,2193,2017-09-21 11:24,2017-12-21 20:24	2,0,8,8,8,6,1193,2017-09-28 11:02,2017-11-17 04:02		
"портупея
ремень"	cinturón					2,0,13,11,10,9,967,2017-10-01 14:11,2017-11-10 21:11	2,0,8,8,8,6,1174,2017-09-22 10:10,2017-11-10 08:10		
"поручать
возлагать обязанность"	"encargar

yo <u>me encargo</u> de limpiar"					2,0,21,15,6,5,664,2017-10-10 09:52,2017-11-07 01:52	2,0,30,18,2,3,16,2017-10-23 10:34,2017-10-24 02:34		Atarear
порядок	en orden					2,0,10,10,11,8,2004,2017-09-21 21:06,2017-12-14 09:06	2,0,9,9,9,9,1623,2017-10-15 21:12,2017-12-22 12:12		
"посвещать себя
заниматься"	dedicarse					2,0,12,11,6,3,1063,2017-09-21 11:18,2017-11-04 18:18	2,0,9,9,9,7,1658,2017-09-22 10:24,2017-11-30 12:24	1,0,0,0,2,3,0,2017-04-26 17:24,1970-01-01 03:00	
посланец	emisario					2,0,11,10,3,4,327,2017-10-23 10:30,2017-11-06 01:30	2,0,9,9,9,7,1069,2017-09-28 11:02,2017-11-12 00:02		Embajador
"послание
сообщение"	mensaje					2,0,9,9,9,8,1389,2017-10-10 09:54,2017-12-07 06:54	2,0,9,9,9,9,1563,2017-10-10 21:46,2017-12-15 00:46		
после того как	después de					2,0,10,10,11,8,2192,2017-09-21 21:04,2017-12-22 05:04	2,0,11,10,11,9,1920,2017-08-28 21:55,2017-11-16 21:55		
"после
потом"	luego					2,0,21,15,4,3,337,2017-10-13 18:30,2017-10-27 19:30	2,0,15,11,11,9,1408,2017-08-28 21:38,2017-10-26 13:38		
последний	último					2,0,13,12,4,5,552,2017-10-22 20:28,2017-11-14 20:28	2,0,8,8,9,7,1927,2017-08-28 21:53,2017-11-17 04:53		
"последователь
сторонник"	seguidor					2,0,4,4,4,5,206,2017-10-21 17:59,2017-10-30 07:59	2,0,4,4,4,5,211,2017-10-21 18:27,2017-10-30 13:27		
"последовательность
поток"	secuencia					2,0,6,6,6,5,421,2017-10-10 09:53,2017-10-27 22:53	2,0,8,7,8,8,477,2017-10-13 09:26,2017-11-02 06:26		
"последствие
результат"	consecuencia					2,0,19,11,3,4,255,2017-10-21 17:59,2017-11-01 08:59	2,0,9,7,2,3,291,2017-10-23 10:45,2017-11-04 13:45		
пословица	proverbio					2,0,10,9,4,5,534,2017-10-16 10:25,2017-11-07 16:25	2,0,8,8,8,6,869,2017-09-22 10:08,2017-10-28 15:08		
"посол
посланник"	embajador					2,0,18,13,4,3,352,2017-10-10 09:51,2017-10-25 01:51	2,0,9,9,9,7,1317,2017-09-22 10:14,2017-11-16 07:14		
"посредством
путём"	por medio de					2,0,10,9,10,9,1315,2017-10-09 10:59,2017-12-03 05:59	2,0,9,9,9,9,1530,2017-10-11 20:27,2017-12-14 14:27		
"поставить
поместить"	"colocar
installar"					2,0,16,13,5,4,593,2017-10-06 09:20,2017-10-31 02:20	2,0,9,9,10,8,2009,2017-09-26 09:06,2017-12-19 02:06		
"поступление
доход
вклад"	ingreso					2,0,9,9,9,8,1139,2017-10-03 09:39,2017-11-19 20:39	2,0,8,8,8,6,1182,2017-09-28 21:13,2017-11-17 03:13		
потеть	sudar					2,0,9,9,9,6,1427,2017-09-21 11:36,2017-11-19 22:36	2,0,9,8,3,4,611,2017-10-19 21:01,2017-11-14 08:01		
"потрясающая
прекрасная"	"estupenda

es una chica <u>estupenda</u>"					2,0,12,11,12,9,1997,2017-09-21 21:00,2017-12-14 02:00	2,0,25,16,5,6,487,2017-10-21 18:30,2017-11-11 01:30		
"похищать
увозить силой
конфисковывать"	secuestrar					2,0,2,2,2,3,67,2017-10-22 20:19,2017-10-25 15:19	2,0,2,2,2,3,59,2017-10-23 10:34,2017-10-25 21:34		
"похожий
сходный"	parecido					2,0,16,13,4,3,554,2017-10-15 21:31,2017-11-07 23:31	2,0,20,15,11,9,1324,2017-09-22 10:12,2017-11-16 14:12		
"почитать
чтить"	venerar					2,0,18,14,4,5,587,2017-10-23 10:30,2017-11-16 21:30	2,0,18,12,1,2,74,2017-10-23 20:53,2017-10-26 22:53		
почтальон	cartero					2,0,4,4,4,5,232,2017-10-22 20:23,2017-11-01 12:23	2,0,4,4,4,5,187,2017-10-20 21:35,2017-10-28 16:35		
почти	"casi

<u>casi</u> todas ellas partenecen al siglo XVIII"					2,0,15,13,6,5,1028,2017-10-02 10:28,2017-11-14 06:28	2,0,8,8,9,7,2051,2017-08-28 21:54,2017-11-22 08:54		
поэтому	por tanto					2,0,12,9,5,4,358,2017-10-10 09:51,2017-10-25 07:51	2,0,7,7,7,7,685,2017-10-15 21:12,2017-11-13 10:12		Other synonyms
появляться	"aparecer

y <u>aparecen</u> tantos miedos que no me dejan pensar"					2,0,11,10,9,6,1433,2017-09-21 11:23,2017-11-20 04:23	2,0,8,8,9,7,1627,2017-08-28 21:52,2017-11-04 16:52		
поясница	riñones					2,0,14,11,3,2,422,2017-10-09 10:55,2017-10-27 00:55	2,0,15,10,1,2,45,2017-10-23 10:42,2017-10-25 07:42		Почки?
"пояснять
развётрывать"	desarrollar					2,0,24,15,4,5,131,2017-10-19 11:05,2017-10-24 22:05	2,0,15,11,6,4,828,2017-09-22 10:08,2017-10-26 22:08		
правая рука	diestra					2,0,5,5,5,6,324,2017-10-23 10:29,2017-11-05 22:29	2,0,5,5,5,6,285,2017-10-23 10:45,2017-11-04 07:45		
"правосудие
справедливость"	justicia					2,0,15,11,12,9,1575,2017-09-21 20:57,2017-11-26 11:57	2,0,14,12,11,9,1472,2017-10-05 09:23,2017-12-05 17:23		
праздник	fiesta					2,0,13,11,5,6,474,2017-10-18 10:20,2017-11-07 04:20	2,0,8,8,9,7,1975,2017-09-22 10:11,2017-12-13 17:11		
праправнук	tataranieto					2,0,8,8,8,9,993,2017-10-23 10:31,2017-12-03 19:31	2,0,7,7,7,7,767,2017-10-15 21:12,2017-11-16 20:12		
"превосходить
превышать"	superar					2,0,8,6,6,7,199,2017-10-20 09:15,2017-10-28 16:15	2,0,4,4,4,5,266,2017-10-18 19:42,2017-10-29 21:42		Aumentar
"превращать
преобразовывать"	"convertir
"					2,0,13,12,4,3,602,2017-10-07 15:49,2017-11-01 17:49	2,0,9,9,9,7,1708,2017-08-28 21:50,2017-11-08 01:50		
предлагать	ofrecer					2,0,12,10,10,7,1615,2017-09-21 11:37,2017-11-27 18:37	2,0,9,9,10,8,1666,2017-09-22 10:22,2017-11-30 20:22		
"предлагать
выдвигать <i>(кандидатуру)</i>"	proponer								
"предлагать
предоставлять"	deparar								
предложение	oferta					2,0,14,11,4,5,559,2017-10-18 10:21,2017-11-10 17:21	2,0,7,7,7,5,1415,2017-08-28 21:40,2017-10-26 20:40		
"предоставлять
жаловать"	conceder					2,0,2,2,2,3,69,2017-10-22 20:21,2017-10-25 17:21	2,0,5,0,1,2,8,2017-10-23 20:54,2017-10-24 04:54		
предпреимчивый	emprendedor					2,0,8,7,8,7,430,2017-10-15 21:29,2017-11-02 19:29	2,0,12,9,7,7,432,2017-10-17 09:34,2017-11-04 09:34		Chequear gramática 
"предпринимать
затевать"	"emprender

<u>emprender</u> viaje"					2,0,5,5,5,6,291,2017-10-23 20:49,2017-11-04 23:49	2,0,5,5,5,6,305,2017-10-20 09:03,2017-11-02 02:03		
"предприятие
фирма"	empresa					2,0,10,8,6,7,437,2017-10-20 21:26,2017-11-08 02:26	2,0,9,8,9,10,631,2017-10-20 21:36,2017-11-16 04:36		
"предрасположенность
склонность"	predisposición					2,0,11,10,8,7,1214,2017-10-05 23:57,2017-11-25 13:57	2,0,8,8,8,6,1102,2017-09-30 12:00,2017-11-15 10:00		
"предрассудок
предубеждение"	prejuicio					2,0,8,8,9,6,1688,2017-09-21 20:59,2017-12-01 04:59	2,0,8,8,9,7,1524,2017-08-28 21:50,2017-10-31 09:50		
предсказывать	adivinar					2,0,7,7,7,4,807,2017-09-22 10:32,2017-10-26 01:32	2,0,8,7,3,3,407,2017-10-09 10:28,2017-10-26 09:28		
предсказывать	predecir					2,0,9,9,10,7,1926,2017-09-21 21:03,2017-12-11 03:03	2,0,9,9,10,8,1756,2017-09-22 10:24,2017-12-04 14:24		
"представить
подать"	presentar					2,0,21,14,3,4,158,2017-10-17 09:29,2017-10-23 23:29	2,0,9,9,11,9,3723,2017-09-22 10:25,2018-02-24 13:25		Aportar
презирать	despreciar					2,0,3,3,3,4,127,2017-10-21 17:57,2017-10-27 00:57	2,0,3,3,3,4,105,2017-10-20 21:30,2017-10-25 06:30		
презрение	desprecio					2,0,8,5,2,3,40,2017-10-23 20:48,2017-10-25 12:48	2,0,3,3,3,4,108,2017-10-19 20:59,2017-10-24 08:59		
"преимущества и недостатки
сильные и слабые стороны"	ventajas y desventajas					2,0,11,10,10,7,1269,2017-09-21 11:21,2017-11-13 08:21	2,0,8,8,10,8,1998,2017-08-28 21:56,2017-11-20 03:56	2,0,0,0,0,1,77,2017-04-25 10:00,2017-04-28 15:00	
"преследовать
гнаться"	perseguir					2,0,14,11,5,2,805,2017-09-22 21:34,2017-10-26 10:34	2,0,9,9,9,9,1430,2017-10-09 10:35,2017-12-08 00:35		
пресная вода	agua dulce					2,0,8,8,9,6,1741,2017-09-21 20:56,2017-12-03 09:56	2,0,8,8,10,8,2840,2017-09-22 10:18,2018-01-18 18:18		
"престиж
авторитет"	prestigio					2,0,3,3,3,4,88,2017-10-23 10:26,2017-10-27 02:26	2,0,3,2,1,2,25,2017-10-23 10:39,2017-10-24 11:39		
